Sub_1,Sub_2,Sub_3,Sub_4,Sum,course,school,comb
99,91,91,2,283,agricultural engineering,Engineering,99 91 91 2 Engineering 283
88,74,82,39,283,agricultural engineering,Engineering,88 74 82 39 Engineering 283
41,88,61,93,283,agricultural engineering,Engineering,41 88 61 93 Engineering 283
65,78,92,48,283,agricultural engineering,Engineering,65 78 92 48 Engineering 283
86,74,88,35,283,agricultural engineering,Engineering,86 74 88 35 Engineering 283
100,58,70,55,283,agricultural engineering,Engineering,100 58 70 55 Engineering 283
87,84,86,27,284,agricultural engineering,Engineering,87 84 86 27 Engineering 284
92,63,83,46,284,agricultural engineering,Engineering,92 63 83 46 Engineering 284
50,92,88,54,284,agricultural engineering,Engineering,50 92 88 54 Engineering 284
68,45,77,94,284,agricultural engineering,Engineering,68 45 77 94 Engineering 284
88,20,89,87,284,agricultural engineering,Engineering,88 20 89 87 Engineering 284
93,100,83,8,284,agricultural engineering,Engineering,93 100 83 8 Engineering 284
31,66,95,92,284,agricultural engineering,Engineering,31 66 95 92 Engineering 284
94,55,67,68,284,agricultural engineering,Engineering,94 55 67 68 Engineering 284
66,99,63,56,284,agricultural engineering,Engineering,66 99 63 56 Engineering 284
29,97,67,91,284,agricultural engineering,Engineering,29 97 67 91 Engineering 284
42,84,88,70,284,agricultural engineering,Engineering,42 84 88 70 Engineering 284
18,94,92,80,284,agricultural engineering,Engineering,18 94 92 80 Engineering 284
96,85,97,6,284,agricultural engineering,Engineering,96 85 97 6 Engineering 284
55,58,89,82,284,agricultural engineering,Engineering,55 58 89 82 Engineering 284
70,45,92,77,284,agricultural engineering,Engineering,70 45 92 77 Engineering 284
43,94,54,93,284,agricultural engineering,Engineering,43 94 54 93 Engineering 284
70,62,100,52,284,agricultural engineering,Engineering,70 62 100 52 Engineering 284
91,97,31,66,285,agricultural engineering,Engineering,91 97 31 66 Engineering 285
97,50,92,46,285,agricultural engineering,Engineering,97 50 92 46 Engineering 285
69,99,90,27,285,agricultural engineering,Engineering,69 99 90 27 Engineering 285
74,83,40,88,285,agricultural engineering,Engineering,74 83 40 88 Engineering 285
35,93,78,79,285,agricultural engineering,Engineering,35 93 78 79 Engineering 285
91,23,74,97,285,agricultural engineering,Engineering,91 23 74 97 Engineering 285
20,80,90,95,285,agricultural engineering,Engineering,20 80 90 95 Engineering 285
91,94,99,1,285,agricultural engineering,Engineering,91 94 99 1 Engineering 285
77,71,69,68,285,agricultural engineering,Engineering,77 71 69 68 Engineering 285
91,97,95,2,285,agricultural engineering,Engineering,91 97 95 2 Engineering 285
82,51,83,69,285,agricultural engineering,Engineering,82 51 83 69 Engineering 285
75,47,92,71,285,agricultural engineering,Engineering,75 47 92 71 Engineering 285
99,96,90,0,285,agricultural engineering,Engineering,99 96 90 0 Engineering 285
86,23,98,78,285,agricultural engineering,Engineering,86 23 98 78 Engineering 285
95,44,54,92,285,agricultural engineering,Engineering,95 44 54 92 Engineering 285
93,78,43,71,285,agricultural engineering,Engineering,93 78 43 71 Engineering 285
6,87,100,93,286,chemistry,Natural Sciences,6 87 100 93 Natural Sciences 286
88,59,61,78,286,chemistry,Natural Sciences,88 59 61 78 Natural Sciences 286
93,50,92,51,286,chemistry,Natural Sciences,93 50 92 51 Natural Sciences 286
88,91,93,14,286,chemistry,Natural Sciences,88 91 93 14 Natural Sciences 286
73,77,48,88,286,chemistry,Natural Sciences,73 77 48 88 Natural Sciences 286
20,91,80,95,286,chemistry,Natural Sciences,20 91 80 95 Natural Sciences 286
92,4,94,96,286,chemistry,Natural Sciences,92 4 94 96 Natural Sciences 286
99,76,76,35,286,chemistry,Natural Sciences,99 76 76 35 Natural Sciences 286
84,70,48,84,286,chemistry,Natural Sciences,84 70 48 84 Natural Sciences 286
85,74,48,79,286,chemistry,Natural Sciences,85 74 48 79 Natural Sciences 286
50,68,89,79,286,chemistry,Natural Sciences,50 68 89 79 Natural Sciences 286
96,88,94,9,287,chemistry,Natural Sciences,96 88 94 9 Natural Sciences 287
97,78,99,13,287,chemistry,Natural Sciences,97 78 99 13 Natural Sciences 287
78,80,60,69,287,chemistry,Natural Sciences,78 80 60 69 Natural Sciences 287
87,12,93,95,287,chemistry,Natural Sciences,87 12 93 95 Natural Sciences 287
87,99,95,6,287,chemistry,Natural Sciences,87 99 95 6 Natural Sciences 287
55,72,87,73,287,chemistry,Natural Sciences,55 72 87 73 Natural Sciences 287
81,58,96,52,287,chemistry,Natural Sciences,81 58 96 52 Natural Sciences 287
64,85,99,39,287,chemistry,Natural Sciences,64 85 99 39 Natural Sciences 287
77,46,74,90,287,chemistry,Natural Sciences,77 46 74 90 Natural Sciences 287
99,6,96,86,287,chemistry,Natural Sciences,99 6 96 86 Natural Sciences 287
86,25,84,93,288,chemistry,Natural Sciences,86 25 84 93 Natural Sciences 288
83,95,76,34,288,chemistry,Natural Sciences,83 95 76 34 Natural Sciences 288
96,38,58,96,288,chemistry,Natural Sciences,96 38 58 96 Natural Sciences 288
92,78,43,75,288,chemistry,Natural Sciences,92 78 43 75 Natural Sciences 288
99,6,84,99,288,chemistry,Natural Sciences,99 6 84 99 Natural Sciences 288
78,87,98,25,288,chemistry,Natural Sciences,78 87 98 25 Natural Sciences 288
59,91,51,87,288,chemistry,Natural Sciences,59 91 51 87 Natural Sciences 288
64,78,80,66,288,chemistry,Natural Sciences,64 78 80 66 Natural Sciences 288
91,80,88,29,288,chemistry,Natural Sciences,91 80 88 29 Natural Sciences 288
93,79,97,19,288,chemistry,Natural Sciences,93 79 97 19 Natural Sciences 288
75,100,19,94,288,chemistry,Natural Sciences,75 100 19 94 Natural Sciences 288
86,50,93,59,288,chemistry,Natural Sciences,86 50 93 59 Natural Sciences 288
89,91,83,25,288,chemistry,Natural Sciences,89 91 83 25 Natural Sciences 288
83,58,85,63,289,chemistry,Natural Sciences,83 58 85 63 Natural Sciences 289
81,55,92,61,289,chemistry,Natural Sciences,81 55 92 61 Natural Sciences 289
84,66,82,57,289,chemistry,Natural Sciences,84 66 82 57 Natural Sciences 289
63,84,55,87,289,chemistry,Natural Sciences,63 84 55 87 Natural Sciences 289
85,99,87,18,289,chemistry,Natural Sciences,85 99 87 18 Natural Sciences 289
91,95,92,11,289,chemistry,Natural Sciences,91 95 92 11 Natural Sciences 289
43,90,65,91,289,chemistry,Natural Sciences,43 90 65 91 Natural Sciences 289
84,18,94,93,289,chemistry,Natural Sciences,84 18 94 93 Natural Sciences 289
96,75,100,18,289,chemistry,Natural Sciences,96 75 100 18 Natural Sciences 289
39,94,67,89,289,chemistry,Natural Sciences,39 94 67 89 Natural Sciences 289
85,75,87,42,289,chemistry,Natural Sciences,85 75 87 42 Natural Sciences 289
82,39,90,78,289,chemistry,Natural Sciences,82 39 90 78 Natural Sciences 289
99,51,94,46,290,chemistry,Natural Sciences,99 51 94 46 Natural Sciences 290
77,29,95,89,290,chemistry,Natural Sciences,77 29 95 89 Natural Sciences 290
96,32,79,83,290,chemistry,Natural Sciences,96 32 79 83 Natural Sciences 290
93,31,69,97,290,chemistry,Natural Sciences,93 31 69 97 Natural Sciences 290
52,92,52,94,290,chemistry,Natural Sciences,52 92 52 94 Natural Sciences 290
94,97,94,5,290,chemistry,Natural Sciences,94 97 94 5 Natural Sciences 290
85,44,98,63,290,chemistry,Natural Sciences,85 44 98 63 Natural Sciences 290
78,38,94,80,290,chemistry,Natural Sciences,78 38 94 80 Natural Sciences 290
53,78,77,83,291,nursing,Nursing Sciences,53 78 77 83 Nursing Sciences 291
84,48,61,98,291,nursing,Nursing Sciences,84 48 61 98 Nursing Sciences 291
77,51,79,84,291,nursing,Nursing Sciences,77 51 79 84 Nursing Sciences 291
67,90,50,84,291,nursing,Nursing Sciences,67 90 50 84 Nursing Sciences 291
89,26,77,99,291,nursing,Nursing Sciences,89 26 77 99 Nursing Sciences 291
81,88,80,42,291,nursing,Nursing Sciences,81 88 80 42 Nursing Sciences 291
68,96,42,85,291,nursing,Nursing Sciences,68 96 42 85 Nursing Sciences 291
92,98,90,11,291,nursing,Nursing Sciences,92 98 90 11 Nursing Sciences 291
56,86,58,91,291,nursing,Nursing Sciences,56 86 58 91 Nursing Sciences 291
95,96,98,2,291,nursing,Nursing Sciences,95 96 98 2 Nursing Sciences 291
98,90,99,4,291,nursing,Nursing Sciences,98 90 99 4 Nursing Sciences 291
83,50,87,72,292,nursing,Nursing Sciences,83 50 87 72 Nursing Sciences 292
52,60,98,82,292,nursing,Nursing Sciences,52 60 98 82 Nursing Sciences 292
71,57,77,87,292,nursing,Nursing Sciences,71 57 77 87 Nursing Sciences 292
81,85,92,34,292,nursing,Nursing Sciences,81 85 92 34 Nursing Sciences 292
58,56,89,89,292,nursing,Nursing Sciences,58 56 89 89 Nursing Sciences 292
29,94,74,95,292,nursing,Nursing Sciences,29 94 74 95 Nursing Sciences 292
98,93,96,5,292,nursing,Nursing Sciences,98 93 96 5 Nursing Sciences 292
95,95,97,5,292,nursing,Nursing Sciences,95 95 97 5 Nursing Sciences 292
93,85,20,94,292,nursing,Nursing Sciences,93 85 20 94 Nursing Sciences 292
95,45,60,92,292,nursing,Nursing Sciences,95 45 60 92 Nursing Sciences 292
58,69,71,94,292,nursing,Nursing Sciences,58 69 71 94 Nursing Sciences 292
83,58,60,91,292,nursing,Nursing Sciences,83 58 60 91 Nursing Sciences 292
66,70,80,76,292,nursing,Nursing Sciences,66 70 80 76 Nursing Sciences 292
51,88,83,70,292,nursing,Nursing Sciences,51 88 83 70 Nursing Sciences 292
98,95,96,3,292,nursing,Nursing Sciences,98 95 96 3 Nursing Sciences 292
32,83,91,87,293,nursing,Nursing Sciences,32 83 91 87 Nursing Sciences 293
90,33,72,98,293,nursing,Nursing Sciences,90 33 72 98 Nursing Sciences 293
84,55,69,85,293,nursing,Nursing Sciences,84 55 69 85 Nursing Sciences 293
74,70,61,88,293,nursing,Nursing Sciences,74 70 61 88 Nursing Sciences 293
72,54,87,80,293,nursing,Nursing Sciences,72 54 87 80 Nursing Sciences 293
96,62,64,71,293,nursing,Nursing Sciences,96 62 64 71 Nursing Sciences 293
99,93,99,2,293,nursing,Nursing Sciences,99 93 99 2 Nursing Sciences 293
97,62,90,44,293,nursing,Nursing Sciences,97 62 90 44 Nursing Sciences 293
74,78,95,46,293,nursing,Nursing Sciences,74 78 95 46 Nursing Sciences 293
77,69,72,75,293,nursing,Nursing Sciences,77 69 72 75 Nursing Sciences 293
90,63,76,64,293,nursing,Nursing Sciences,90 63 76 64 Nursing Sciences 293
89,99,97,8,293,nursing,Nursing Sciences,89 99 97 8 Nursing Sciences 293
90,54,52,97,293,nursing,Nursing Sciences,90 54 52 97 Nursing Sciences 293
93,68,84,48,293,nursing,Nursing Sciences,93 68 84 48 Nursing Sciences 293
79,47,71,96,293,nursing,Nursing Sciences,79 47 71 96 Nursing Sciences 293
81,64,98,51,294,nursing,Nursing Sciences,81 64 98 51 Nursing Sciences 294
80,74,48,92,294,nursing,Nursing Sciences,80 74 48 92 Nursing Sciences 294
77,92,68,57,294,nursing,Nursing Sciences,77 92 68 57 Nursing Sciences 294
97,99,91,7,294,nursing,Nursing Sciences,97 99 91 7 Nursing Sciences 294
68,76,63,87,294,nursing,Nursing Sciences,68 76 63 87 Nursing Sciences 294
44,71,81,98,294,nursing,Nursing Sciences,44 71 81 98 Nursing Sciences 294
90,98,74,32,294,nursing,Nursing Sciences,90 98 74 32 Nursing Sciences 294
78,96,72,48,294,nursing,Nursing Sciences,78 96 72 48 Nursing Sciences 294
72,73,96,53,294,nursing,Nursing Sciences,72 73 96 53 Nursing Sciences 294
32,79,92,91,294,nursing,Nursing Sciences,32 79 92 91 Nursing Sciences 294
98,41,79,76,294,nursing,Nursing Sciences,98 41 79 76 Nursing Sciences 294
83,57,89,65,294,nursing,Nursing Sciences,83 57 89 65 Nursing Sciences 294
80,75,96,44,295,nursing,Nursing Sciences,80 75 96 44 Nursing Sciences 295
89,91,20,95,295,nursing,Nursing Sciences,89 91 20 95 Nursing Sciences 295
72,83,61,79,295,nursing,Nursing Sciences,72 83 61 79 Nursing Sciences 295
66,69,82,78,295,nursing,Nursing Sciences,66 69 82 78 Nursing Sciences 295
94,61,68,72,295,nursing,Nursing Sciences,94 61 68 72 Nursing Sciences 295
97,73,51,74,295,nursing,Nursing Sciences,97 73 51 74 Nursing Sciences 295
97,66,38,94,295,nursing,Nursing Sciences,97 66 38 94 Nursing Sciences 295
56,61,95,83,295,nursing,Nursing Sciences,56 61 95 83 Nursing Sciences 295
67,69,83,76,295,nursing,Nursing Sciences,67 69 83 76 Nursing Sciences 295
84,58,65,88,295,nursing,Nursing Sciences,84 58 65 88 Nursing Sciences 295
90,48,61,96,295,nursing,Nursing Sciences,90 48 61 96 Nursing Sciences 295
93,81,93,28,295,nursing,Nursing Sciences,93 81 93 28 Nursing Sciences 295
41,88,94,72,295,nursing,Nursing Sciences,41 88 94 72 Nursing Sciences 295
82,50,67,96,295,nursing,Nursing Sciences,82 50 67 96 Nursing Sciences 295
92,50,94,60,296,agricultural extension,Agricultural Sciences,92 50 94 60 Agricultural Sciences 296
98,17,82,99,296,agricultural extension,Agricultural Sciences,98 17 82 99 Agricultural Sciences 296
98,58,87,53,296,agricultural extension,Agricultural Sciences,98 58 87 53 Agricultural Sciences 296
99,20,84,93,296,agricultural extension,Agricultural Sciences,99 20 84 93 Agricultural Sciences 296
55,62,91,88,296,agricultural extension,Agricultural Sciences,55 62 91 88 Agricultural Sciences 296
97,1,99,99,296,agricultural extension,Agricultural Sciences,97 1 99 99 Agricultural Sciences 296
67,71,90,69,297,agricultural extension,Agricultural Sciences,67 71 90 69 Agricultural Sciences 297
45,91,71,90,297,agricultural extension,Agricultural Sciences,45 91 71 90 Agricultural Sciences 297
95,91,33,78,297,agricultural extension,Agricultural Sciences,95 91 33 78 Agricultural Sciences 297
71,74,89,63,297,agricultural extension,Agricultural Sciences,71 74 89 63 Agricultural Sciences 297
44,88,78,87,297,agricultural extension,Agricultural Sciences,44 88 78 87 Agricultural Sciences 297
97,64,41,95,297,agricultural extension,Agricultural Sciences,97 64 41 95 Agricultural Sciences 297
97,97,99,4,297,agricultural extension,Agricultural Sciences,97 97 99 4 Agricultural Sciences 297
97,98,97,5,297,agricultural extension,Agricultural Sciences,97 98 97 5 Agricultural Sciences 297
60,94,56,87,297,agricultural extension,Agricultural Sciences,60 94 56 87 Agricultural Sciences 297
99,98,99,1,297,agricultural extension,Agricultural Sciences,99 98 99 1 Agricultural Sciences 297
71,89,94,43,297,agricultural extension,Agricultural Sciences,71 89 94 43 Agricultural Sciences 297
85,96,45,71,297,agricultural extension,Agricultural Sciences,85 96 45 71 Agricultural Sciences 297
64,69,78,87,298,agricultural extension,Agricultural Sciences,64 69 78 87 Agricultural Sciences 298
82,87,93,36,298,agricultural extension,Agricultural Sciences,82 87 93 36 Agricultural Sciences 298
50,86,87,75,298,agricultural extension,Agricultural Sciences,50 86 87 75 Agricultural Sciences 298
67,96,99,36,298,agricultural extension,Agricultural Sciences,67 96 99 36 Agricultural Sciences 298
96,88,82,32,298,agricultural extension,Agricultural Sciences,96 88 82 32 Agricultural Sciences 298
99,91,97,11,298,agricultural extension,Agricultural Sciences,99 91 97 11 Agricultural Sciences 298
60,69,94,75,298,agricultural extension,Agricultural Sciences,60 69 94 75 Agricultural Sciences 298
84,99,79,36,298,agricultural extension,Agricultural Sciences,84 99 79 36 Agricultural Sciences 298
74,79,95,50,298,agricultural extension,Agricultural Sciences,74 79 95 50 Agricultural Sciences 298
42,88,82,86,298,agricultural extension,Agricultural Sciences,42 88 82 86 Agricultural Sciences 298
94,34,78,92,298,agricultural extension,Agricultural Sciences,94 34 78 92 Agricultural Sciences 298
57,88,62,91,298,agricultural extension,Agricultural Sciences,57 88 62 91 Agricultural Sciences 298
82,76,62,78,298,agricultural extension,Agricultural Sciences,82 76 62 78 Agricultural Sciences 298
98,96,99,5,298,agricultural extension,Agricultural Sciences,98 96 99 5 Agricultural Sciences 298
44,93,98,64,299,agricultural extension,Agricultural Sciences,44 93 98 64 Agricultural Sciences 299
91,66,77,65,299,agricultural extension,Agricultural Sciences,91 66 77 65 Agricultural Sciences 299
69,89,60,81,299,agricultural extension,Agricultural Sciences,69 89 60 81 Agricultural Sciences 299
84,43,95,77,299,agricultural extension,Agricultural Sciences,84 43 95 77 Agricultural Sciences 299
83,90,56,70,299,agricultural extension,Agricultural Sciences,83 90 56 70 Agricultural Sciences 299
72,64,85,78,299,agricultural extension,Agricultural Sciences,72 64 85 78 Agricultural Sciences 299
61,87,57,94,299,agricultural extension,Agricultural Sciences,61 87 57 94 Agricultural Sciences 299
100,96,100,3,299,agricultural extension,Agricultural Sciences,100 96 100 3 Agricultural Sciences 299
89,86,80,44,299,agricultural extension,Agricultural Sciences,89 86 80 44 Agricultural Sciences 299
69,95,66,69,299,agricultural extension,Agricultural Sciences,69 95 66 69 Agricultural Sciences 299
79,99,86,35,299,agricultural extension,Agricultural Sciences,79 99 86 35 Agricultural Sciences 299
52,79,97,71,299,agricultural extension,Agricultural Sciences,52 79 97 71 Agricultural Sciences 299
95,12,93,100,300,agricultural extension,Agricultural Sciences,95 12 93 100 Agricultural Sciences 300
80,65,66,89,300,agricultural extension,Agricultural Sciences,80 65 66 89 Agricultural Sciences 300
55,90,80,75,300,agricultural extension,Agricultural Sciences,55 90 80 75 Agricultural Sciences 300
68,73,76,83,300,agricultural extension,Agricultural Sciences,68 73 76 83 Agricultural Sciences 300
